^PLATFORM = GPL5
!Platform_title = Dmel.testis.1.0
!Platform_geo_accession = GPL5
!Platform_status = Public on Oct 08 2000
!Platform_submission_date = Oct 03 2000
!Platform_last_update_date = Oct 28 2005
!Platform_technology = spotted DNA/cDNA
!Platform_distribution = non-commercial
!Platform_organism = Drosophila melanogaster
!Platform_taxid = 7227
!Platform_description = The array was assembled using 1,681 testes ESTs, representing 1,527 Drosophila melanogaster EST sequences and 144 anonymous clones from the bs collection (CLONE_ID).
!Platform_description = An aliquot of the same DNA preparation used in the sequencing reactions (GB_ACC), diluted 2/50 in TE, provided material for the PCRs.
!Platform_description = Inserts were PCR amplified (1X PCR buffer [Life Technologies], 1.5 mM MgCl2, 0.2 mM dNTPs, 1 µM T7 22-mer primer, 1 µM T3 20-mer primer, 2 µl of plasmid DNA dilution [approximately 10 ng], 0.035 U/µl recombinant Taq DNA polymerase [Life Technologies], in a volume of 100 µl, cycled 94C 2 min, 30X[94 C 0.5 min, 55 C 0.5 min, 2.5 min 72 C], 10 min 72 C in a PTC-225 DNA Engine Tetrad [MJ Research]), and successful amplification was confirmed by agarose gel electrophoresis (PCR-QC:  passed = product present, failed = no product).
!Platform_description = Samples of approximately 5 nl of 250 µg/ml DNA, in 0.1 N NaOH were printed in 300 µm spots in subarrays (SUB-ARRAY) of 12 x 12 clones (ROW and COLUMN indicated) at 665 µm spacing on Supercharge nytran membranes (Schleicher & Schuell) using a GMS 417 arrayer (Genetic Microsystems).
!Platform_description = Subarrays were printed in duplicate (DUPLICATE a or b).
!Platform_description = Printing was validated (SPOT_QC) by hybridization of one array with the short vector sequence common to all amplicons (pBluescript SK, 626-791 bp).
!Platform_description = SPOT_QC values are hybridization intensity.  BEST-HIT and associated E value for ESTs aligned with the nr database are given.
!Platform_description = Keywords = germline sex testis, membrane, filter
!Platform_pubmed_id = 11116097
!Platform_contributor = B,,Oliver
!Platform_contributor = J,,Andrews
!Platform_contributor = G,G,Bouffard
!Platform_contributor = C,,Cheadle
!Platform_contributor = J,,Lu
!Platform_contributor = K,G,Becker
!Platform_contact_name = Brian,,Oliver
!Platform_contact_email = briano@helix.nih.gov
!Platform_contact_phone = 301-496-5495
!Platform_contact_laboratory = Developmental Genomics
!Platform_contact_department = LCDB
!Platform_contact_institute = NIDDK, NIH
!Platform_contact_address = 50 South Drive
!Platform_contact_city = Bethesda
!Platform_contact_state = MD
!Platform_contact_zip/postal_code = 20892
!Platform_contact_country = USA
!Platform_sample_id = GSM3
!Platform_sample_id = GSM4
!Platform_sample_id = GSM5
!Platform_sample_id = GSM6
!Platform_sample_id = GSM7
!Platform_sample_id = GSM8
!Platform_sample_id = GSM9
!Platform_sample_id = GSM10
!Platform_series_id = GSE462
!Platform_data_row_count = 3456
#ID = 
#GB_ACC = GenBank accession number LINK_PRE:"http://www.ncbi.nlm.nih.gov/nuccore/?term="
#BSCC_ID = bs collection clone identifier
#CLONE_ID = Flybase identifier LINK_PRE:"http://flybase.bio.indiana.edu/.bin/fbidq.html?"
#SUB-ARRAY = sub-array number
#DUPLICATE = dupilcate number
#ROW = row number
#COLUMN = column number
#PCR_QC = PCR quality control
#SPOT_ID = spot identifier
#BEST_HIT = BLAST best hit against nr database
#E_VAL = E value of best hit
#SPOT_QC = spot quality control
!platform_table_begin
ID	GB_ACC	BSCC_ID	CLONE_ID	SUB-ARRAY	DUPLICATE	ROW	COLUMN	PCR_QC	SPOT_ID	BEST_HIT	E_VAL	SPOT_QC
882	AI946114	bs21a10	FBgn0027358	7	a	2	6	passed		gi|5107196|gb|AAD40010.1|AF150104_1 (AF150104) small zinc finger-like protein [Drosophila melanogaster]	8.00E-48	55370
883	AI946155	bs21e09	FBgn0045218	7	a	2	7	passed				73586
884	AI946191	bs21h11	FBgn0011640	7	a	2	8	passed		gi|1518654 (U59476) RNA-binding protein lark [Drosophila melanogaster]	3.00E-30	52544
885		bs25a02		7	a	2	9	failed	clone bs25a02			17087
886	AI946423	bs25e11	FBgn0046004	7	a	2	10	passed		gi|4589616|dbj|BAA76830.1| (AB023203) KIAA0986 protein [Homo sapiens]	6.00E-18	29770
887	AI946455	bs26c08	FBgn0051025	7	a	2	11	passed				38165
888	AI946488	bs27a02	FBgn0045176	7	a	2	12	passed				44311
889	AI945739	bs16c08	FBgn0035598	7	a	3	1	passed				66590
890	AI945786	bs16h03	FBgn0029715	7	a	3	2	passed		gi|1136586 (U41744) PDGF associated protein [Rattus norvegicus]>gi|1589641|prf||2211382A platelet-derived growthfactor-associated protein [Rattus norvegicus]	5.00E-18	84538
891		bs17d03		7	a	3	3	failed	clone bs17d03			77026
892	AI945868	bs17g07	FBgn0035707	7	a	3	4	passed				64723
893	AI946068	bs20e03	FBgn0045229	7	a	3	5	passed				25594
894	AI946112	bs21a08	FBgn0033848	7	a	3	6	passed				67197
895	AI946152	bs21e06	FBgn0032755	7	a	3	7	passed				55832
896	AI946189	bs21h09	FBgn0036731	7	a	3	8	passed				54588
897		bs24h02		7	a	3	9	passed	clone bs24h02			34273
898	BE662162	bs25e08	FBgn0045786	7	a	3	10	passed				36316
899	AI946452	bs26b10	FBgn0010460	7	a	3	11	passed		gi|833710 (L42512) shortsighted class 2 [Drosophila melanogaster]	9.00E-24	51934
900	AI946485	bs26h11	FBgn0026063	7	a	3	12	passed		gi|2564680 (AF023484) putative KP78 protein kinase [Drosophila melanogaster]	4.00E-56	63884
901	AI945735	bs16c04	FBgn0011207	7	a	4	1	passed		gi|1352736|sp|P48612|PELO_DROME PELOTA PROTEIN >gi|973224 (U27197) pelota [Drosophila melanogaster]	2.00E-47	59376
902	AI945780	bs16g08	FBgn0046044	7	a	4	2	passed		gi|1658003 (U73680) microsomal epoxide hydrolase [Trichoplusia ni]	3.00E-22	67994
903	AI945828	bs17c11	FBgn0045790	7	a	4	3	passed				86160
904	AI945863	bs17g02	FBgn0036546	7	a	4	4	passed		gi|5032071|ref|NP_005776.1|PSBB103| hypothetical SBBI03 protein >gi|3342562 (AF077599) hypotheticalSBBI03 protein [Homo sapiens]	1.00E-21	61301
905	AI946064	bs20d07	FBgn0046025	7	a	4	5	failed		gi|3913472|sp|O62215|DHSD_CAEEL PUTATIVE SUCCINATE DEHYDROGENASE [UBIQUINONE] CYTOCHROME B SMALLSUBUNIT, MITOCHONDRIAL PRECURSOR (CYBS)(SUCCINATE-UBIQUINONE REDUCTASE MEMBRANE ANCHOR SUBUNIT)>gi|3876639|emb|CAB04259.1| (Z81525) cDNA ESTEMBL:C08980 comes from this gene; cDNA EST EMBL:C07590comes from this gene; cDNA EST yk477g3.5 comes from thisgene [Caenorhabditis elegans]	2.00E-11	28819
906	AI946109	bs21a04	FBgn0038863	7	a	4	6	passed		gi|5032213|ref|NP_005818.1|PUGTREL1| UDP-galactose transporter related >gi|2136346|pir||JC5024UDP-galactose transporter related isozyme 1 - human>gi|1669560|dbj|BAA13525.1| (D87989) UGTrel1 [Homosapiens]	4.00E-41	64774
907	AI946151	bs21e04	FBgn0011274	7	a	4	7	passed				41701
908	AI946187	bs21h07	FBgn0033286	7	a	4	8	passed				28462
909	BE662143	bs24g10	FBgn0022708	7	a	4	9	passed		gi|266401|sp|P29410|KAD2_RAT ADENYLATE KINASE ISOENZYME 2, MITOCHONDRIAL (ATP-AMPTRANSPHOSPHORYLASE) >gi|484520|pir||JQ1944 adenylatekinase (EC 2.7.4.3) 2, mitochondrial - rat>gi|220796|dbj|BAA02378| (D13061) adenylate kinase 2[Rattus norvegicus]	4.00E-63	24556
910	AI946419	bs25e05	FBgn0032847	7	a	4	10	passed		gi|5032155|ref|NP_005636.1|PTAF2K| TATA box binding protein (TBP)-associated factor, RNA polymeraseII, K, 18kD >gi|3024706|sp|Q15543|T2DB_HUMANTRANSCRIPTION INITIATION FACTOR TFIID 18 KD SUBUNIT(TAFII-18) (TAFII18) >gi|1362894|pir||S54782 PolIItranscription factor TFIID chain hTAFII18 - human>gi|791053|emb|CAA58827| (X84003) PolII transcriptionfactor TFIID [Homo sapiens]	8.00E-42	46928
911		bs26a10		7	a	4	11	passed	clone bs26a10			59287
912	AI946480	bs26g12	FBgn0034161	7	a	4	12	passed				62522
913	AI945727	bs16b07	FBgn0031374	7	a	5	1	passed				62847
914	AI945774	bs16g02	FBgn0051802	7	a	5	2	passed		gi|1017791 (U37538) centrin [Xenopus laevis]	8.00E-21	68347
915	AI945822	bs17c05	FBgn0034802	7	a	5	3	failed				67791
916	AI945859	bs17f09	FBgn0037744	7	a	5	4	passed		gi|2956783|emb|CAA17896.1| (AL022103) mannose-6-phosphate isomerase [Schizosaccharomycespombe]	9.00E-21	62236
917	AI946061	bs20d02	FBgn0037924	7	a	5	5	passed				29270
918	AI946102	bs20h08	FBgn0030329	7	a	5	6	passed		gi|456013 (L28174) disulfide-like protein [Acanthamoeba castellanii]>gi|1092589|prf||2024291A protein disulfideisomerase-like protein [Acanthamoeba castellanii]	1.00E-15	49384
919	AI946147	bs21d11	FBgn0033529	7	a	5	7	passed		gi|6009487|dbj|BAA84922.1| (AB018357) ABP32 [Homo sapiens] >gi|6015440|dbj|BAA85163.1|(AB026628) peflin [Homo sapiens]	1.00E-34	35306
920	AI946185	bs21h05	FBgn0035111	7	a	5	8	passed		gi|6437530|gb|AAF08562.1|AC012193_11 (AC012193) putative 3'-5' exoribonuclease, 3' partial [Arabidopsisthaliana]	2.00E-38	37502
921		bs24g03		7	a	5	9	failed	clone bs24g03			20738
922	AI946418	bs25d12	FBgn0052548	7	a	5	10	passed				43030
923	AI946444	bs25h12	FBgn0035959	7	a	5	11	passed				60287
924	AI946478	bs26g10	FBgn0038219	7	a	5	12	passed				39439
925	AI945722	bs16b02	FBgn0029820	7	a	6	1	passed				42318
926	AI945768	bs16f07	FBgn0035432	7	a	6	2	passed				65901
927	AI945818	bs17c01	FBgn0000093	7	a	6	3	failed				49939
928	AI945857	bs17f06	FBgn0045265	7	a	6	4	passed				40286
929	AI946057	bs20c09	FBgn0033512	7	a	6	5	passed				30577
930		bs20h05		7	a	6	6	passed	clone bs20h05			52050
931	AI946143	bs21d06	FBgn0035240	7	a	6	7	failed				30204
932	AI946180	bs21g11	FBgn0030693	7	a	6	8	passed		gi|2997696 (AF053958) unknown [Drosophila heteroneura]	6.00E-29	23904
933	BE662138	bs24f11	FBgn0050416	7	a	6	9	passed				13999
934		bs25d07		7	a	6	10	passed	clone bs25d07			18097
935	AI946442	bs25h08	FBgn0035756	7	a	6	11	passed				38460
936	AI946476	bs26g08	FBgn0030870	7	a	6	12	passed				16959
937	AI945566	bs14c10	FBgn0031501	7	a	7	1	passed				25871
938	AI945620	bs14h04	FBgn0050193	7	a	7	2	passed				45681
939	AI945664	bs15d08	FBgn0050485	7	a	7	3	passed				58831
940	AI945704	bs15h04	FBgn0038762	7	a	7	4	passed				57882
941	AI945917	bs18c10	FBgn0000289	7	a	7	5	passed		gi|3264846 (AC003682) R27945_2 [Homo sapiens]	5.00E-37	51032
942	AI945975	bs19a05	FBgn0045246	7	a	7	6	passed				67522
943		bs19e01		7	a	7	7	passed	clone bs19e01			67612
944	AI946036	bs19h09	FBgn0034087	7	a	7	8	passed		gi|3327142|dbj|BAA31639| (AB014564) KIAA0664 protein [Homo sapiens]	9.00E-24	61098
945	AI946250	bs22f02	FBgn0038771	7	a	7	9	passed		gi|5931565|dbj|BAA84693.1| (AB025408) sid478p [Mus musculus]	7.00E-35	38175
946		bs23a08		7	a	7	10	passed	clone bs23a08			57855
947	AI946324	bs23f03	FBgn0045831	7	a	7	11	passed				57512
948	BE662123	bs24c09	FBgn0052767	7	a	7	12	passed				38136
949	AI945561	bs14c05	FBgn0015933	7	a	8	1	passed				27036
950	AI945617	bs14h01	FBgn0028415	7	a	8	2	passed		gi|5851953|emb|CAB55435.1| (AJ249253) MET75Ca protein [Drosophila melanogaster]>gi|5851954|emb|CAB55436.1| (AJ249253) MET75Cb protein[Drosophila melanogaster]	1.00E-13	42618
951		bs15d05		7	a	8	3	passed	clone bs15d05			47618
952		bs15h01		7	a	8	4	passed	clone bs15h01			42571
953	AI945914	bs18c07	FBgn0013765	7	a	8	5	passed				57717
954	AI945970	bs18h10	FBgn0037038	7	a	8	6	passed		gi|2463072|emb|CAA72956| (Y12277) trypsin-like protease [Helicoverpa armigera]	8.00E-10	74309
955	AI946002	bs19d08	FBgn0046030	7	a	8	7	passed				68009
956	AI946031	bs19h04	FBgn0038054	7	a	8	8	passed		gi|3851210|emb|CAA07278| (AJ006867) Inhibitor-t protein [Drosophila melanogaster]	2.00E-07	64421
957	AI946247	bs22e11	FBgn0036328	7	a	8	9	passed		gi|3183079|sp|Q42972|MDHG_ORYSA MALATE DEHYDROGENASE, GLYOXYSOMAL PRECURSOR>gi|1375075|dbj|BAA12870.1| (D85763) glyoxysomal malatedehydrogenase [Oryza sativa]	2.00E-47	89379
958		bs23a05		7	a	8	10	passed	clone bs23a05			62970
959	BE662106	bs23e10	FBgn0046007	7	a	8	11	passed				63418
960	AI946356	bs24b09	FBgn0040989	7	a	8	12	passed				36470
961	AI945556	bs14b12	FBgn0039541	7	a	9	1	passed		gi|4416376|gb|AAD20341| (AF115497) putative signal tranduction protein Xp95 [Xenopus laevis]	6.00E-07	26998
962	AI945612	bs14g08	FBgn0040510	7	a	9	2	passed				51920
963	AI945662	bs15d03	FBgn0036246	7	a	9	3	passed				60703
964	AI945698	bs15g09	FBgn0037342	7	a	9	4	passed				42137
965	AI945912	bs18c05	FBgn0045255	7	a	9	5	passed				66969
966	AI945968	bs18h08	FBgn0045247	7	a	9	6	passed				54552
967		bs19d02		7	a	9	7	passed	clone bs19d02			66768
968		bs19h01		7	a	9	8	passed	clone bs19h01			52990
969	AI946243	bs22e07	FBgn0046012	7	a	9	9	passed				107932
970		bs23a01		7	a	9	10	passed	clone bs23a01			76226
971	AI946316	bs23e04	FBgn0036315	7	a	9	11	passed				85965
972	BE662118	bs24b07	FBgn0031769	7	a	9	12	passed				73997
973	AI945548	bs14b04	FBgn0036403	7	a	10	1	passed		gi|4502037|ref|NP_003739.1|PALDH4| aldehyde dehydrogenase 4 (glutamate gamma-semialdehydedehydrogenase; pyrroline-5-carboxylate dehydrogenase)>gi|2506350|sp|P30038|PUT2_HUMANDELTA-1-PYRROLINE-5-CARBOXYLATE DEHYDROGENASE PRECURSOR(P5C DEHYDROGENASE) >gi|1353248 (U24266)pyrroline-5-carboxylate dehydrogenase [Homo sapiens]>gi|1353250 (U24267) pyrroline-5-carboxylatedehydrogenase [Homo sapiens] >gi|1589585|prf||2211355ADelta1-pyrroline-5-carboxylate dehydrogenase [Homosapiens]	5.00E-12	25398
974	AI945603	bs14f11	FBgn0000541	7	a	10	2	passed		gi|5824472|emb|CAB54234.1| (Z81515) F26H11.3c [Caenorhabditis elegans]	1.00E-27	44835
975		bs15d01		7	a	10	3	passed	clone bs15d01			50388
976	AI945693	bs15g03	FBgn0032553	7	a	10	4	passed		gi|2781421 (AF006955) rolling stone [Drosophila melanogaster]	2.00E-16	28158
977	AI945909	bs18c02	FBgn0031684	7	a	10	5	passed		gi|4758792|ref|NP_004544.1|PNDUFS6| NADH dehydrogenase (ubiquinone) Fe-S protein 6 (13kD)(NADH-coenzyme Q reductase)>gi|6093600|sp|O75380|NUMM_HUMAN NADH-UBIQUINONEOXIDOREDUCTASE 13 KD-A SUBUNIT PRECURSOR (COMPLEXI-13KD-A) (CI-13KD-A) >gi|3348137 (AF044959)NADH:ubiquinone oxidoreductase NDUFS6 subunit [Homosapiens]	9.00E-25	46221
978	AI945964	bs18h04	FBgn0041094	7	a	10	6	passed				50904
979	AI945996	bs19c11	FBgn0046031	7	a	10	7	passed		gi|5459193|emb|CAB50679.1| (AJ248288) proliferating-cell nucleolar antigen P120, putative[Pyrococcus abyssi]	9.00E-15	69652
980	AI946028	bs19g11	FBgn0045776	7	a	10	8	passed				51506
981	AI946239	bs22e02	FBgn0046013	7	a	10	9	passed				56905
982	AI946280	bs22h11	FBgn0032210	7	a	10	10	passed		gi|4240187|dbj|BAA74872.1| (AB020656) KIAA0849 protein [Homo sapiens]	1.00E-35	42436
983	BE662103	bs23d12	FBgn0035036	7	a	10	11	passed		gi|4508007|ref|NP_003441.1|PZNF174| zinc finger protein 174 >gi|3123173|sp|Q15697|Z174_HUMAN ZINCFINGER PROTEIN 174 (AW-1) >gi|2136378|pir||I39152 zincfinger protein - human >gi|1045454 (U31248) zinc fingerprotein [Homo sapiens]	4.00E-10	46605
984		bs24b04		7	a	10	12	passed	clone bs24b04			23070
985	AI945545	bs14b01	FBgn0046058	7	a	11	1	passed		gi|1184548|bbs|172347 NAD+:protein(ADP-ribosyl)-transferase, ADPRT [Drosophila, PeptidePartial, 593 aa]	2.00E-40	22491
986	AI945600	bs14f08	FBgn0029725	7	a	11	2	passed				35282
987	AI945656	bs15c07	FBgn0035155	7	a	11	3	passed		gi|5714660|gb|AAD48019.1| (AF165096) Rab GTP-binding protein Rab11b [Gossypium hirsutum]	7.00E-21	52850
988	AI945687	bs15f09	FBgn0027515	7	a	11	4	passed		gi|4972756|gb|AAD34773.1| (AF132185) unknown [Drosophila melanogaster]	3.00E-59	24706
989	AI945905	bs18b10	FBgn0028516	7	a	11	5	passed		gi|2144024|pir||S70632 zinc transporter ZnT-2 - rat >gi|1256378 (U50927) zinc transporterZnT-2 [Rattus norvegicus]	3.00E-08	39112
990	AI945961	bs18h01	FBgn0046034	7	a	11	6	passed				37487
991	AI945993	bs19c08	FBgn0045243	7	a	11	7	passed				38313
992	AI946026	bs19g09	FBgn0040368	7	a	11	8	passed		gi|6018922|emb|CAB58111.1| (AL121806) BACR42I17.ah [Drosophila melanogaster]	2.00E-73	30019
993	AI946232	bs22d06	FBgn0046014	7	a	11	9	passed				38055
994	AI946279	bs22h09	FBgn0035989	7	a	11	10	passed		gi|2854187 (AF045644) No definition line found [Caenorhabditis elegans]	3.00E-13	43065
995	AI946308	bs23d03	FBgn0032397	7	a	11	11	passed		gi|3882159|dbj|BAA34439.1| (AB018262) KIAA0719 protein [Homo sapiens]	3.00E-28	36193
996	AI946353	bs24b01	FBgn0034144	7	a	11	12	passed				17826
997		bs14a10		7	a	12	1	passed	clone bs14a10			19671
998	AI945595	bs14f03	FBgn0039070	7	a	12	2	passed				18654
999		bs15c03		7	a	12	3	passed	clone bs15c03			30333
1000	AI945683	bs15f05	FBgn0046050	7	a	12	4	passed				28098
1001	AI945902	bs18b07	FBgn0036214	7	a	12	5	passed		gi|4884309|emb|CAB43258.1| (AL050075) hypothetical protein [Homo sapiens]	3.00E-08	31520
1002	AI945952	bs18g03	FBgn0046035	7	a	12	6	passed		gi|461460|sp|P34455|ACON_CAEEL PROBABLE ACONITATE HYDRATASE, MITOCHONDRIAL PRECURSOR (CITRATEHYDRO-LYASE) (ACONITASE) >gi|630644|pir||S44831 F54H12.1protein - Caenorhabditis elegans >gi|409297 (L25599)aconitate hydratase [Caenorhabditis elegans]	5.00E-23	16703
1003	AI945991	bs19c05	FBgn0035915	7	a	12	7	failed		gi|4335941|gb|AAD17527| (AF061738) leucine aminopeptidase [Homo sapiens]	1.00E-11	13341
1004	AI946024	bs19g06	FBgn0031161	7	a	12	8	passed		gi|1705505|sp|P54729|BS4_MOUSE BS4 PROTEIN >gi|863014 (U27462) BS4 peptide [Mus musculus]	4.00E-26	11828
1005	AI946229	bs22d03	FBgn0031407	7	a	12	9	passed		gi|5669875|gb|AAD46493.1| (AF136445) L3NieAg.01 [Strongyloides stercoralis]	1.00E-20	24368
1006	AI946274	bs22h04	FBgn0037121	7	a	12	10	passed		gi|1082772|pir||S55370 RNA polymerase II chain hRPB17 - human >gi|854177|emb|CAA89060|(Z49199) RNA polymerase II subunit hRPB17 [Homo sapiens]	2.00E-34	19962
1007		bs23d01		7	a	12	11	passed	clone bs23d01			14482
1008		bs24a07		7	a	12	12	passed	clone bs24a07			11516
1009	AI945764	bs16f03	FBgn0045274	8	a	1	1	passed				19377
1010	AI945815	bs17b10	FBgn0029747	8	a	1	2	passed				23387
1011	AI945854	bs17f03	FBgn0051249	8	a	1	3	passed		gi|1184955 (U46756) CLE7 [Gallus gallus]	6.00E-12	13493
1012	AI945897	bs18b01	FBgn0035471	8	a	1	4	passed		gi|2144098|pir||I56573 SC2 - rat >gi|256994|bbs|115268 (S45663) SC2=synaptic glycoprotein[rats, brain, Peptide, 308 aa] [Rattus sp.]	1.00E-41	27504
1013	AI946095	bs20g12	FBgn0025684	8	a	1	5	passed		gi|3878537|emb|CAB05777.1| (Z83236) similar to Sugar (and other) transporters [Caenorhabditiselegans]	4.00E-18	22491
1014	AI946141	bs21d04	FBgn0039083	8	a	1	6	passed				19021
1015	AI946177	bs21g08	FBgn0045214	8	a	1	7	passed				19292
1016	AI946225	bs22c11	FBgn0034079	8	a	1	8	passed		gi|3925751|emb|CAA22173.1| (AL034352) aspartate aminotransferase, mitochondrial[Schizosaccharomyces pombe]	8.00E-13	17156
1017	AI946413	bs25d05	FBgn0045796	8	a	1	9	passed				10556
1018	AI946439	bs25h04	FBgn0030481	8	a	1	10	passed				13514
1019	AI946473	bs26f11	FBgn0023143	8	a	1	11	passed		gi|2706522|emb|CAA75816| (Y15895) ubiquitin activating enzyme [Drosophila melanogaster]	7.00E-31	10567
1020	AI946514	bs27c07	FBgn0045174	8	a	1	12	passed				6884
1021	AI945762	bs16e12	FBgn0032949	8	a	2	1	passed				22040
1022	AI945809	bs17b04	FBgn0036198	8	a	2	2	passed				19187
1023	AI945851	bs17e12	FBgn0026084	8	a	2	3	passed		gi|4185893|emb|CAA21832| (AL033125) 1-evidence=predicted by content;1-method=genefinder;084; 1-method_score=36.92;1-evidence_end; 2-evidence=predicted by match;2-match_accession=SWISS-PROT:P26351;2-match_description=THYMOSIN BETA-11.; 2-match_speci...	4.00E-64	14794
1024	AI945895	bs18a11	FBgn0035499	8	a	2	4	passed		gi|6017924|gb|AAF01687.1|AF176377_2 (AF176377) CPN-1 [Caenorhabditis briggsae]	2.00E-25	21265
1025	AI946091	bs20g07	FBgn0037878	8	a	2	5	passed				17169
1026	AI946139	bs21d02	FBgn0028540	8	a	2	6	passed		gi|6323746|ref|NP_013817.1|YMR099C| Ymr099cp >gi|2501556|sp|Q03161|YMY9_YEAST HYPOTHETICAL 34.0 KDPROTEIN IN CTF13-YPK2 INTERGENIC REGION>gi|1078516|pir||S55085 hypothetical protein YMR099c -yeast (Saccharomyces cerevisiae)>gi|854436|emb|CAA89900| (Z49807) unknown [Saccharomycescerevisiae]	1.00E-20	18329
1027	AI946175	bs21g06	FBgn0035584	8	a	2	7	passed		gi|4200303|emb|CAA22948| (AL035311) 1-evidence=predicted by content;1-method=genefinder;084; 1-method_score=28.15;1-evidence_end; 2-evidence=predicted by match;2-match_accession=SWISS-PROT:P51966;2-match_description=UBIQUITIN-CONJUGATING ENZYME E2-...>gi|4584571|emb|CAB40790.1| (AJ238007)ubiquitin-conjugating enzyme [Drosophila melanogaster]	5.00E-36	14753
1028	AI946221	bs22c07	FBgn0038000	8	a	2	8	passed				14440
1029				8	a	2	9	failed	no sequence - failed PCR			6677
1030	AI946437	bs25g11	FBgn0040286	8	a	2	10	passed		gi|539663|pir||A42701 PR264/SC35 protein - human >gi|35597|emb|CAA44307| (X62447) PR 264[Homo sapiens] >gi|455419|emb|CAA53383| (X75755)PR264/SC35 [Homo sapiens] >gi|3335676 (AF077858)splicing factor SC35 [Mus musculus]>gi|228504|prf||1805195B RNA-binding protein PR264 [Homosapiens]	3.00E-27	12999
1031		bs26f09		8	a	2	11	passed	clone bs26f09			9930
1032	AI946511	bs27c04	FBgn0030478	8	a	2	12	passed				7227
1033	AI945759	bs16e09	FBgn0045275	8	a	3	1	passed				22293
1034		bs17a11		8	a	3	2	passed	clone bs17a11			18151
1035	AI945848	bs17e09	FBgn0003132	8	a	3	3	passed				19747
1036	AI945892	bs18a08	FBgn0037022	8	a	3	4	passed		gi|4929643|gb|AAD34082.1|AF151845_1 (AF151845) CGI-87 protein [Homo sapiens]	1.00E-07	25644
1037	AI946088	bs20g03	FBgn0032949	8	a	3	5	passed				17786
1038	AI946134	bs21c09	FBgn0010288	8	a	3	6	passed		gi|5052490|gb|AAD38575.1|AF145600_1 (AF145600) ubiquitin carboxy-terminal hydrolase [Drosophilamelanogaster]	1.00E-115	18955
1039	AI946173	bs21g04	FBgn0033286	8	a	3	7	passed				18628
1040	AI946211	bs22b08	FBgn0051361	8	a	3	8	passed				16707
1041	AI946407	bs25c08	FBgn0032859	8	a	3	9	passed				6059
1042	AI946431	bs25g05	FBgn0000043	8	a	3	10	passed		gi|84879|pir||A03000 actin 3 - fruit fly (Drosophila melanogaster) (fragments)	1.00E-24	7170
1043	AI946468	bs26e11	FBgn0037988	8	a	3	11	passed		gi|5763968|emb|CAB53336.1| (AJ249117) methylcitrate synthase [Emericella nidulans]	5.00E-07	8525
1044	AI946507	bs27b11	FBgn0025674	8	a	3	12	passed		gi|4502625|ref|NP_003849.1|PCCNK| cyclin K >gi|3746549 (AF060515) cyclin K [Homo sapiens]	2.00E-16	9418
1045	AI945754	bs16e02	FBgn0033364	8	a	4	1	passed				15716
1046	AI945801	bs17a07	FBgn0035226	8	a	4	2	passed		gi|5453988|ref|NP_006301.1|PNPEPPS| aminopeptidase puromycin sensitive >gi|1657268|emb|CAA68964|(Y07701) aminopeptidase [Homo sapiens]	3.00E-12	19084
1047	AI945843	bs17e04	FBgn0035861	8	a	4	3	passed				19381
1048	AI945884	bs17h12	FBgn0045260	8	a	4	4	passed				19134
1049	AI946083	bs20f09	FBgn0033283	8	a	4	5	passed				24614
1050	AI946126	bs21b12	FBgn0045222	8	a	4	6	passed				23718
1051	AI946168	bs21f11	FBgn0003676	8	a	4	7	passed		gi|135537|sp|P12613|TCPA_DROME T-COMPLEX PROTEIN 1, ALPHA SUBUNIT (TCP-1-ALPHA) (CCT-ALPHA)>gi|85154|pir||JT0367 Tcp-1 protein - fruit fly(Drosophila melanogaster) >gi|158534 (M21159) T complexprotein [Drosophila melanogaster]	1.00E-79	21545
1052	AI946205	bs22b02	FBgn0025286	8	a	4	8	passed		gi|6094051|sp|O18602|RL31_DROVI 60S RIBOSOMAL PROTEIN L31 >gi|2317918 (U93213) ribosomal proteinL31 [Drosophila virilis]	5.00E-61	13967
1053		bs25c05		8	a	4	9	failed	clone bs25c05			4195
1054		bs25g03		8	a	4	10	passed	clone bs25g03			5104
1055	AI946465	bs26e08	FBgn0034505	8	a	4	11	passed				7838
1056	AI946499	bs27b03	FBgn0038683	8	a	4	12	passed		gi|6016369|sp|O35857|IM44_MOUSE MITOCHONDRIAL IMPORT INNER MEMBRANE TRANSLOCASE SUBUNIT TIM44PRECURSOR >gi|2351410 (U69898) translocase of innermitochondrial membrane [Mus musculus]	1.00E-13	9670
1057	AI945753	bs16d12	FBgn0004867	8	a	5	1	passed		gi|730652|sp|P31009|RS2_DROME 40S RIBOSOMAL PROTEIN S2 (STRINGS OF PEARLS PROTEIN)>gi|1085158|pir||S50325 ribosomal protein S2 - fruit fly(Drosophila melanogaster) >gi|515971 (U01334) ribosomalprotein S2 [Drosophila melanogaster] >gi|515972 (U01335)ribosomal protein S2 [Drosophila melanogaster]	3.00E-41	19984
1058	AI945798	bs17a04	FBgn0033113	8	a	5	2	passed		gi|6002110|emb|CAB56696.1| (AJ245443) serpin, putative [Drosophila melanogaster]	2.00E-09	22189
1059	AI945841	bs17e02	FBgn0031247	8	a	5	3	failed				17944
1060	AI945882	bs17h10	FBgn0029951	8	a	5	4	passed				22830
