^PLATFORM = GPL13
!Platform_title = MSU-1
!Platform_geo_accession = GPL13
!Platform_status = Public on Jul 20 2001
!Platform_submission_date = Jul 20 2001
!Platform_last_update_date = May 26 2005
!Platform_technology = spotted DNA/cDNA
!Platform_distribution = non-commercial
!Platform_organism = Arabidopsis thaliana
!Platform_taxid = 3702
!Platform_description = Tip Configuration: Standard 1-tip
!Platform_description = Columns per Sector: 1
!Platform_description = Rows per Sector: 1
!Platform_description = Column Spacing: 1.1
!Platform_description = Row Spacing: 1.1
!Platform_description = Microarray containing 11,521 Arabidopsis expressed sequence tags, representing an estimated 7800 unique genes.
!Platform_pubmed_id = 11158533
!Platform_contributor = R,,Schaffer
!Platform_contributor = J,,Landgraf
!Platform_contributor = M,,Accerbi
!Platform_contributor = V,,Simon
!Platform_contributor = M,,Larson
!Platform_contributor = E,,Wisman
!Platform_contact_name = ,,Stanford Microarray Database
!Platform_contact_email = array@genome.stanford.edu
!Platform_contact_phone = 650-498-6012
!Platform_contact_department = Stanford University, School of Medicine
!Platform_contact_institute = Stanford Microarray Database (SMD)
!Platform_contact_address = 300 Pasteur Drive
!Platform_contact_city = Stanford
!Platform_contact_state = CA
!Platform_contact_zip/postal_code = 94305
!Platform_contact_country = USA
!Platform_contact_web_link = http://genome-www5.stanford.edu/
!Platform_sample_id = GSM423
!Platform_sample_id = GSM424
!Platform_sample_id = GSM425
!Platform_sample_id = GSM426
!Platform_sample_id = GSM427
!Platform_sample_id = GSM428
!Platform_sample_id = GSM429
!Platform_sample_id = GSM430
!Platform_sample_id = GSM431
!Platform_sample_id = GSM432
!Platform_sample_id = GSM433
!Platform_sample_id = GSM434
!Platform_sample_id = GSM435
!Platform_series_id = GSE4
!Platform_data_row_count = 12800
#ID = 
#NAME = name of spot
#CLONE_ID = clone identifier
#SPOT_ID = Spot identifier
#Description = description of spot
#GB_ACC = GenBank accession LINK_PRE:"http://www.ncbi.nlm.nih.gov/nuccore/?term="
#Gene Info = information about the gene represented by the sequence in the spot/feature
#SECTOR = spot sector grid coordinate
#SECTORROW = spot row grid coordinate
#SECTORCOL = spot column grid coordinate
#SOURCE = source of clone
#PLATE = clone plate identifier
#PROW = clone plate row
#PCOL = clone plate column
#FAILED = 
#IS_VERIFIED = 
#IS_CONTAMINATED = 
!platform_table_begin
ID	NAME	CLONE_ID	SPOT_ID	Description	GB_ACC	Gene Info	SECTOR	SECTORROW	SECTORCOL	SOURCE	PLATE	PROW	PCOL	FAILED	IS_VERIFIED	IS_CONTAMINATED
3587	EMPTY		EMPTY				1	1	1	MSU:384(10F11)	10	F	11	0	N	U
3588	EMPTY		EMPTY				1	1	1	MSU:384(10F12)	10	F	12	0	N	U
3589	EMPTY		EMPTY				1	1	1	MSU:384(10F13)	10	F	13	0	N	U
3590	EMPTY		EMPTY				1	1	1	MSU:384(10F14)	10	F	14	0	N	U
3591	EMPTY		EMPTY				1	1	1	MSU:384(10F15)	10	F	15	0	N	U
3592	EMPTY		EMPTY				1	1	1	MSU:384(10F16)	10	F	16	0	N	U
3593	EMPTY		EMPTY				1	1	1	MSU:384(10F17)	10	F	17	0	N	U
3594	EMPTY		EMPTY				1	1	1	MSU:384(10F18)	10	F	18	0	N	U
3595	EMPTY		EMPTY				1	1	1	MSU:384(10F19)	10	F	19	0	N	U
3596	EMPTY		EMPTY				1	1	1	MSU:384(10F20)	10	F	20	0	N	U
3597	EMPTY		EMPTY				1	1	1	MSU:384(10F21)	10	F	21	0	N	U
3598	EMPTY		EMPTY				1	1	1	MSU:384(10F22)	10	F	22	0	N	U
3599	EMPTY		EMPTY				1	1	1	MSU:384(10F23)	10	F	23	0	N	U
3600	EMPTY		EMPTY				1	1	1	MSU:384(10F24)	10	F	24	0	N	U
3601	37593	9C1T7P			T04833		1	1	1	MSU:384(10G1)	10	G	1	0	N	U
3602	37594	23F10T7			T04710		1	1	1	MSU:384(10G2)	10	G	2	0	N	U
3603	37595	48C3XP			AI100713		1	1	1	MSU:384(10G3)	10	G	3	0	N	U
3604	37596	89G21T7			T20905		1	1	1	MSU:384(10G4)	10	G	4	0	N	U
3605	37597	89M12XP			AA586217		1	1	1	MSU:384(10G5)	10	G	5	0	N	U
3606	37598	93L24T7			T21516		1	1	1	MSU:384(10G6)	10	G	6	0	N	U
3607	37599	34G12T7			T13677		1	1	1	MSU:384(10G7)	10	G	7	0	N	U
3608	37600	36C9T7			T04479		1	1	1	MSU:384(10G8)	10	G	8	0	N	U
3609	37601	65F11XP			AA586087	(AJ242588) 1-deoxy-d-xylulose-5-phosphate reductoisomerase [Arabidopsis thaliana]	1	1	1	MSU:384(10G9)	10	G	9	0	N	U
3610	37602	90G7T7			T21128		1	1	1	MSU:384(10G10)	10	G	10	0	N	U
3611	37603	90M1T7			T21170		1	1	1	MSU:384(10G11)	10	G	11	0	N	U
3612	37604	96E23T7			T21668	(AL049655) protein disulfide-isomerase-like protein [Arabidopsis thaliana]	1	1	1	MSU:384(10G12)	10	G	12	0	N	U
3613	37605	37H2TT			AA728570		1	1	1	MSU:384(10G13)	10	G	13	0	N	U
3614	37606	39A2T7			T04357		1	1	1	MSU:384(10G14)	10	G	14	0	N	U
3615	37607	77E1T7			T45150		1	1	1	MSU:384(10G15)	10	G	15	0	N	U
3616	37608	91H14T7		formamidase	T20695	(AL035605) formamidase-like protein [Arabidopsis thaliana]	1	1	1	MSU:384(10G16)	10	G	16	0	N	U
3617	37609	91P14T7			T21475		1	1	1	MSU:384(10G17)	10	G	17	0	N	U
3618	37610	98D15T7			T21780		1	1	1	MSU:384(10G18)	10	G	18	0	N	U
3619	37611	41A4T7			T13791	(AC006951) putative acyl-CoA synthetase [Arabidopsis thaliana]	1	1	1	MSU:384(10G19)	10	G	19	0	N	U
3620	37612	42C7T7			T13854		1	1	1	MSU:384(10G20)	10	G	20	0	N	U
3621	37613	84B4T7			T45284		1	1	1	MSU:384(10G21)	10	G	21	0	N	U
3622	37614	92G20T7			T20758		1	1	1	MSU:384(10G22)	10	G	22	0	N	U
3623	37615	92L5XP			AA586288		1	1	1	MSU:384(10G23)	10	G	23	0	N	U
3624	37616	103D1T7			R83996		1	1	1	MSU:384(10G24)	10	G	24	0	N	U
3625	37617	104G18T7			T21906	(D90913) PET112 [Synechocystis sp.]	1	1	1	MSU:384(10H1)	10	H	1	0	N	U
3626	37618	104K22T7			T21957	(AC006081) unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(10H2)	10	H	2	0	N	U
3627	37619	110B12T7			T42012		1	1	1	MSU:384(10H3)	10	H	3	0	N	U
3628	37620	115E7T7			T42633		1	1	1	MSU:384(10H4)	10	H	4	0	N	U
3629	37621	115L5T7			T42704	(AC006418) putative DOF zinc finger protein [Arabidopsis thaliana]	1	1	1	MSU:384(10H5)	10	H	5	0	N	U
3630	37622	119L1T7		no description	T42888		1	1	1	MSU:384(10H6)	10	H	6	0	N	U
3631	37623	105F1XP			AA585781	(AC007197) dynamin-like protein [Arabidopsis thaliana]	1	1	1	MSU:384(10H7)	10	H	7	0	N	U
3632	37624	105K12T7			T22501		1	1	1	MSU:384(10H8)	10	H	8	0	N	U
3633	37625	111D10XP			AA585884		1	1	1	MSU:384(10H9)	10	H	9	0	N	U
3634	37626	116G12XP			AA395153		1	1	1	MSU:384(10H10)	10	H	10	0	N	U
3635	37627	116P23XP			AA395186	(AL049862) putative LEA protein [Arabidopsis thaliana]	1	1	1	MSU:384(10H11)	10	H	11	0	N	U
3636	37628	121D5XP			AA395329		1	1	1	MSU:384(10H12)	10	H	12	0	N	U
3637	37629	106D16T7			T22068		1	1	1	MSU:384(10H13)	10	H	13	0	N	U
3638	37630	106O3XP			AA585818		1	1	1	MSU:384(10H14)	10	H	14	0	N	U
3639	37631	113F22T7			T42414		1	1	1	MSU:384(10H15)	10	H	15	0	N	U
3640	37632	117K17XP			AA395207		1	1	1	MSU:384(10H16)	10	H	16	0	N	U
3641	37633	118C13XP			AA395225		1	1	1	MSU:384(10H17)	10	H	17	0	N	U
3642	37634	122K12T7			R87026		1	1	1	MSU:384(10H18)	10	H	18	0	N	U
3643	37635	108E3T7			T22958	(AL049711) putative protein [Arabidopsis thaliana]	1	1	1	MSU:384(10H19)	10	H	19	0	N	U
3644	37636	108O13T7			T41843		1	1	1	MSU:384(10H20)	10	H	20	0	N	U
3645	37637	114I20T7			T43000		1	1	1	MSU:384(10H21)	10	H	21	0	N	U
3646	37638	118K4T7			T43846		1	1	1	MSU:384(10H22)	10	H	22	0	N	U
3647	37639	119B20T7			T43208		1	1	1	MSU:384(10H23)	10	H	23	0	N	U
3648	37640	123J17T7			T44199	(AC007659) putative mitochondrial translation elongation factor G [Arabidopsis thaliana]	1	1	1	MSU:384(10H24)	10	H	24	0	N	U
3649	37641	124O2T7			T44382		1	1	1	MSU:384(10I1)	10	I	1	0	N	U
3650	37642	125F24XP			AI099811		1	1	1	MSU:384(10I2)	10	I	2	0	N	U
3651	37643	132A9T7		antheridiol steroid receptor	T45760	(AC007067) T10O24.10 [Arabidopsis thaliana]	1	1	1	MSU:384(10I3)	10	I	3	0	N	U
3652	37644	139M22T7			T46303		1	1	1	MSU:384(10I4)	10	I	4	0	N	U
3653	37645	140D19T7		37 KD CHLOROPLAST INNER ENVELOPE MEMBRANE	T76020	37 KD INNER ENVELOPE MEMBRANE PROTEIN, CHLOROPLAST PRECURSOR (E37)	1	1	1	MSU:384(10I5)	10	I	5	0	N	U
3654	37646	147G6TM			AI100726		1	1	1	MSU:384(10I6)	10	I	6	0	N	U
3655	37647	125O6XP			AI099823		1	1	1	MSU:384(10I7)	10	I	7	0	N	U
3656	37648	126F19T7			T44877		1	1	1	MSU:384(10I8)	10	I	8	0	N	U
3657	37649	133K8XP			AA395529		1	1	1	MSU:384(10I9)	10	I	9	0	N	U
3658	37650	141M18T7			T46363		1	1	1	MSU:384(10I10)	10	I	10	0	N	U
3659	37651	142L2T7			T75705		1	1	1	MSU:384(10I11)	10	I	11	0	N	U
3660	37652	148H20T7			T76250		1	1	1	MSU:384(10I12)	10	I	12	0	N	U
3661	37653	127A21T7			T44921		1	1	1	MSU:384(10I13)	10	I	13	0	N	U
3662	37654	127G5T7			T44609		1	1	1	MSU:384(10I14)	10	I	14	0	N	U
3663	37655	135G9T7			T46580		1	1	1	MSU:384(10I15)	10	I	15	0	N	U
3664	37656	143N4T7			T46430		1	1	1	MSU:384(10I16)	10	I	16	0	N	U
3665	37657	144G24T7			T76569		1	1	1	MSU:384(10I17)	10	I	17	0	N	U
3666	37658	150E13T7			T76289		1	1	1	MSU:384(10I18)	10	I	18	0	N	U
3667	37659	128I14XP			AA395513		1	1	1	MSU:384(10I19)	10	I	19	0	N	U
3668	37660	129A4T7			T45056		1	1	1	MSU:384(10I20)	10	I	20	0	N	U
3669	37661	137O11T7			T45642		1	1	1	MSU:384(10I21)	10	I	21	0	N	U
3670	37662	146A8XP			AA404863		1	1	1	MSU:384(10I22)	10	I	22	0	N	U
3671	37663	146F10XP			AA404868		1	1	1	MSU:384(10I23)	10	I	23	0	N	U
3672	37664	152B7XP			AA394623		1	1	1	MSU:384(10I24)	10	I	24	0	N	U
3673	37665	154C4T7			R84108		1	1	1	MSU:384(10J1)	10	J	1	0	N	U
3674	37666	154M19T7			T88364		1	1	1	MSU:384(10J2)	10	J	2	0	N	U
3675	37667	160J4XP			AA650923		1	1	1	MSU:384(10J3)	10	J	3	0	N	U
3676	37668	166J8T7			R30160		1	1	1	MSU:384(10J4)	10	J	4	0	N	U
3677	37669	167G1T7			AA720352		1	1	1	MSU:384(10J5)	10	J	5	0	N	U
3678	37670	174E1T7			H36522	(AC006217) unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(10J6)	10	J	6	0	N	U
3679	37671	155P21XP			AA394585		1	1	1	MSU:384(10J7)	10	J	7	0	N	U
3680	37672	156G18T7			AA720200		1	1	1	MSU:384(10J8)	10	J	8	0	N	U
3681	37673	161K20T7			R30393		1	1	1	MSU:384(10J9)	10	J	9	0	N	U
3682	37674	168C16T7			R64886		1	1	1	MSU:384(10J10)	10	J	10	0	N	U
3683	37675	168O20XP			AA651048		1	1	1	MSU:384(10J11)	10	J	11	0	N	U
3684	37676	177M14T7			H36315		1	1	1	MSU:384(10J12)	10	J	12	0	N	U
3685	37677	157H12T7			T88199		1	1	1	MSU:384(10J13)	10	J	13	0	N	U
3686	37678	157N18T7			T88521		1	1	1	MSU:384(10J14)	10	J	14	0	N	U
3687	37679	162O15T7			R29939		1	1	1	MSU:384(10J15)	10	J	15	0	N	U
3688	37680	170H19T7			R65054		1	1	1	MSU:384(10J16)	10	J	16	0	N	U
3689	37681	171A2XP			AA651097		1	1	1	MSU:384(10J17)	10	J	17	0	N	U
3690	37682	179G16XP			AA651282		1	1	1	MSU:384(10J18)	10	J	18	0	N	U
3691	37683	158M17XP			AI099615		1	1	1	MSU:384(10J19)	10	J	19	0	N	U
3692	37684	159G21T7		no description	R30288		1	1	1	MSU:384(10J20)	10	J	20	0	N	U
3693	37685	164O22T7			R30073		1	1	1	MSU:384(10J21)	10	J	21	0	N	U
3694	37686	172B22T7			H36410		1	1	1	MSU:384(10J22)	10	J	22	0	N	U
3695	37687	172F2T7			H36437	55585 [Arabidopsis thaliana]	1	1	1	MSU:384(10J23)	10	J	23	0	N	U
3696	37688	181D15T7			H36957		1	1	1	MSU:384(10J24)	10	J	24	0	N	U
3697	37689	182E24T7			H37491	(AL033535) cDNA EST yk301f1.5 comes from this gene; cDNA EST yk475f6.3 comes from this gene; cDNA EST yk301f1.3 comes from this gene; cDNA EST yk475f6.5 comes from this gene; cDNA EST yk499g5.5 comes from this gene; cDNA EST ...	1	1	1	MSU:384(10K1)	10	K	1	0	N	U
3698	37690	182J3T7			H37070		1	1	1	MSU:384(10K2)	10	K	2	0	N	U
3699	37691	191G1T7			R90672	(AL078469) putative protein [Arabidopsis thaliana]	1	1	1	MSU:384(10K3)	10	K	3	0	N	U
3700	37692	199L19T7			AA597487	putative myrosinase-binding protein from Arabidopsis thaliana BAC gb|AC004747.  EST gb|N96478 comes from this gene. [Arabidopsis thaliana]	1	1	1	MSU:384(10K4)	10	K	4	0	N	U
3701	37693	200E12T7		BACTERIOPHAGE N4 ADSORPTION PROTEIN B	H76646	BACTERIOPHAGE N4 ADSORPTION PROTEIN B	1	1	1	MSU:384(10K5)	10	K	5	0	N	U
3702	37694	207E14T7			N37621		1	1	1	MSU:384(10K6)	10	K	6	0	N	U
3703	37695	184G13T7			H37627	(AC006234) unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(10K7)	10	K	7	0	N	U
3704	37696	185F2T7			AA712198		1	1	1	MSU:384(10K8)	10	K	8	0	N	U
3705	37697	193C24XP			AA651460		1	1	1	MSU:384(10K9)	10	K	9	0	N	U
3706	37698	201L15T7			H77010		1	1	1	MSU:384(10K10)	10	K	10	0	N	U
3707	37699	201P3T7		two-component regulator [Streptomyces coelicolor]	H76739		1	1	1	MSU:384(10K11)	10	K	11	0	N	U
3708	37700	209O12T7			AA712943		1	1	1	MSU:384(10K12)	10	K	12	0	N	U
3709	37701	187A11T7			R90426		1	1	1	MSU:384(10K13)	10	K	13	0	N	U
3710	37702	187K9XP			AA605414		1	1	1	MSU:384(10K14)	10	K	14	0	N	U
3711	37703	195D10T7			AA597311		1	1	1	MSU:384(10K15)	10	K	15	0	N	U
3712	37704	203G22T7			H77115		1	1	1	MSU:384(10K16)	10	K	16	0	N	U
3713	37705	203P4T7			H77138		1	1	1	MSU:384(10K17)	10	K	17	0	N	U
3714	37706	213C15T7			N37891		1	1	1	MSU:384(10K18)	10	K	18	0	N	U
3715	37707	189A12T7			R90066		1	1	1	MSU:384(10K19)	10	K	19	0	N	U
3716	37708	189M18T7			R90579		1	1	1	MSU:384(10K20)	10	K	20	0	N	U
3717	37709	196M23T7			H76500		1	1	1	MSU:384(10K21)	10	K	21	0	N	U
3718	37710	205B20T7			H76899		1	1	1	MSU:384(10K22)	10	K	22	0	N	U
3719	37711	205F17XP			AA605564		1	1	1	MSU:384(10K23)	10	K	23	0	N	U
3720	37712	217M9T7			AA597722		1	1	1	MSU:384(10K24)	10	K	24	0	N	U
3721	37713	220K15T7			N38600		1	1	1	MSU:384(10L1)	10	L	1	0	N	U
3722	37714	221B6T7			N38633	(AL035538) putative protein [Arabidopsis thaliana]	1	1	1	MSU:384(10L2)	10	L	2	0	N	U
3723	37715	244P2T7			N97112	(AL035538) putative protein [Arabidopsis thaliana]	1	1	1	MSU:384(10L3)	10	L	3	0	N	U
3724	37716	283B2T7			AA650781		1	1	1	MSU:384(10L4)	10	L	4	0	N	U
3725	37717	1A4T7P			T04117	ESTs gb|T45673,gb|N37512 come from this gene. [Arabidopsis thaliana]	1	1	1	MSU:384(10L5)	10	L	5	0	N	U
3726	37718	E12H1T7			AA042686		1	1	1	MSU:384(10L6)	10	L	6	0	N	U
3727	37719	223I3T7			N64969		1	1	1	MSU:384(10L7)	10	L	7	0	N	U
3728	37720	226G7T7			N65328	(AC006526) unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(10L8)	10	L	8	0	N	U
3729	37721	246P1T7			W43116		1	1	1	MSU:384(10L9)	10	L	9	0	N	U
3730	37722	23B4XP			AA585913	(AC005662) unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(10L10)	10	L	10	0	N	U
3731	37723	31E12T7			T04740	T7N9.7 [Arabidopsis thaliana]	1	1	1	MSU:384(10L11)	10	L	11	0	N	U
3732	37724	E4A10T7			AA042203	ORF 1244 [Nicotiana tabacum]	1	1	1	MSU:384(10L12)	10	L	12	0	N	U
3733	37725	229A21T7			AA713039		1	1	1	MSU:384(10L13)	10	L	13	0	N	U
3734	37726	229L4T7			N65467	(AC007591) EST gb|N65467 comes from this gene. [Arabidopsis thaliana]	1	1	1	MSU:384(10L14)	10	L	14	0	N	U
3735	37727	248D13T7			W43174		1	1	1	MSU:384(10L15)	10	L	15	0	N	U
3736	37728	35C2T7			T04275		1	1	1	MSU:384(10L16)	10	L	16	0	N	U
3737	37729	36C6T7			T04478	(AC006841) putative phosphatidylinositol/phosphatidylcholine transfer protein [Arabidopsis thaliana]	1	1	1	MSU:384(10L17)	10	L	17	0	N	U
3738	37730	E8C4T7			AA042733		1	1	1	MSU:384(10L18)	10	L	18	0	N	U
3739	37731	239C7T7			N65598	PUTATIVE UROPORPHYRIN-III C-METHYLTRANSFERASE (UROGEN III METHYLASE) (ORF X)	1	1	1	MSU:384(10L19)	10	L	19	0	N	U
3740	37732	240J9T7			N65633		1	1	1	MSU:384(10L20)	10	L	20	0	N	U
3741	37733	249O7T7			AA598028		1	1	1	MSU:384(10L21)	10	L	21	0	N	U
3742	37734	38D12T7			T04542	(Y16328) putative cyclic nucleotide-regulated ion channel [Arabidopsis thaliana]	1	1	1	MSU:384(10L22)	10	L	22	0	N	U
3743	37735	40C3T7			T04573	Unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(10L23)	10	L	23	0	N	U
3744	37736	F1G12T7			N96430	(AL080283) putative protein [Arabidopsis thaliana]	1	1	1	MSU:384(10L24)	10	L	24	0	N	U
3745	37737	F3C8T7			N95934	(AL096859) putative protein [Arabidopsis thaliana]	1	1	1	MSU:384(10M1)	10	M	1	0	N	U
3746	37738	F4A2T7			AA713014		1	1	1	MSU:384(10M2)	10	M	2	0	N	U
3747	37739	G2B3T7			AA713100		1	1	1	MSU:384(10M3)	10	M	3	0	N	U
3748	37740	G8A2T7			N96294		1	1	1	MSU:384(10M4)	10	M	4	0	N	U
3749	37741	G8E1T7			N96329		1	1	1	MSU:384(10M5)	10	M	5	0	N	U
3750	37742	H4D5T7			W43728		1	1	1	MSU:384(10M6)	10	M	6	0	N	U
3751	37743	F7C3T7			AA713092		1	1	1	MSU:384(10M7)	10	M	7	0	N	U
3752	37744	G10A2T7			N96157		1	1	1	MSU:384(10M8)	10	M	8	0	N	U
3753	37745	G3E12T7			N96739		1	1	1	MSU:384(10M9)	10	M	9	0	N	U
3754	37746	G9F12T7			N95841	(AC006234) unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(10M10)	10	M	10	0	N	U
3755	37747	H10B2T7			AA042433		1	1	1	MSU:384(10M11)	10	M	11	0	N	U
3756	37748	H6A2T7			W43811		1	1	1	MSU:384(10M12)	10	M	12	0	N	U
3757	37749	G11B12T7			W43384		1	1	1	MSU:384(10M13)	10	M	13	0	N	U
3758	37750	G11E11T7			W43399	(AL035539) putative protein [Arabidopsis thaliana]	1	1	1	MSU:384(10M14)	10	M	14	0	N	U
3759	37751	G4F7T7			N96796		1	1	1	MSU:384(10M15)	10	M	15	0	N	U
3760	37752	H1B4T7			AA713254		1	1	1	MSU:384(10M16)	10	M	16	0	N	U
3761	37753	H1G3T7			W43534		1	1	1	MSU:384(10M17)	10	M	17	0	N	U
3762	37754	H8A8T7			W43893		1	1	1	MSU:384(10M18)	10	M	18	0	N	U
3763	37755	G12B9T7			W43467		1	1	1	MSU:384(10M19)	10	M	19	0	N	U
3764	37756	G12H3T7			W43521	PHOTOSYSTEM II 44 KD REACTION CENTER PROTEIN PRECURSOR (P6 PROTEIN) (CP43)	1	1	1	MSU:384(10M20)	10	M	20	0	N	U
3765	37757	G7A10T7			N96146		1	1	1	MSU:384(10M21)	10	M	21	0	N	U
3766	37758	H2F9T7			W43608		1	1	1	MSU:384(10M22)	10	M	22	0	N	U
3767	37759	H3C2T7			W43646		1	1	1	MSU:384(10M23)	10	M	23	0	N	U
3768	37760	K2B12T7			AA728455		1	1	1	MSU:384(10M24)	10	M	24	0	N	U
3769	37761	SBG12T7P			T04662		1	1	1	MSU:384(10N1)	10	N	1	0	N	U
3770	37762	SCE9T7P			T04092	(AF096246) ethylene-responsive transcriptional coactivator [Lycopersicon esculentum]	1	1	1	MSU:384(10N2)	10	N	2	0	N	U
3771	37763	44B9T7			T13956		1	1	1	MSU:384(10N3)	10	N	3	0	N	U
3772	37764	86F6T7			T20539	(AL022197) putative protein [Arabidopsis thaliana]	1	1	1	MSU:384(10N4)	10	N	4	0	N	U
3773	37765	88E7XP			AI100419		1	1	1	MSU:384(10N5)	10	N	5	0	N	U
3774	37766	93F7XP			AA395606		1	1	1	MSU:384(10N6)	10	N	6	0	N	U
3775	37767	E1G10T7			AA041106	(AL035528) isoflavone reductase-like protein [Arabidopsis thaliana]	1	1	1	MSU:384(10N7)	10	N	7	0	N	U
3776	37768	E2B8T7			AA041145	(AL022604) putative protein [Arabidopsis thaliana]	1	1	1	MSU:384(10N8)	10	N	8	0	N	U
3777	37769	62E2TM			T41640	(AC007133) unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(10N9)	10	N	9	0	N	U
3778	37770	88P12XP			AA586205	pelota [Arabidopsis thaliana]	1	1	1	MSU:384(10N10)	10	N	10	0	N	U
3779	37771	89J8XP			AA586214	A_IG002N01.4 gene product [Arabidopsis thaliana]	1	1	1	MSU:384(10N11)	10	N	11	0	N	U
3780	37772	95K24T7			T21329		1	1	1	MSU:384(10N12)	10	N	12	0	N	U
3781	37773	E2G4T7			AA041178		1	1	1	MSU:384(10N13)	10	N	13	0	N	U
3782	37774	E3F8T7			AA042185	(AC004238) putative WRKY-type DNA binding protein [Arabidopsis thaliana]	1	1	1	MSU:384(10N14)	10	N	14	0	N	U
3783	37775	73F9T7			T45380	APS reductase [Arabidopsis thaliana]	1	1	1	MSU:384(10N15)	10	N	15	0	N	U
3784	37776	91A13T7			T20942	(AL021687) putative protein [Arabidopsis thaliana]	1	1	1	MSU:384(10N16)	10	N	16	0	N	U
3785	37777	91D10T7			AA067438		1	1	1	MSU:384(10N17)	10	N	17	0	N	U
3786	37778	98B9T7			T21770		1	1	1	MSU:384(10N18)	10	N	18	0	N	U
3787	37779	E5E2T7			AA042093	(AL035394) putative major latex protein [Arabidopsis thaliana]	1	1	1	MSU:384(10N19)	10	N	19	0	N	U
3788	37780	E6A5T7			AA042290		1	1	1	MSU:384(10N20)	10	N	20	0	N	U
3789	37781	81E1T7			T20461	ferritin [Glycine max]	1	1	1	MSU:384(10N21)	10	N	21	0	N	U
3790	37782	91N5XP			AA586263		1	1	1	MSU:384(10N22)	10	N	22	0	N	U
3791	37783	92C16XP			AI100566	20S proteasome subunit PAD2 [Arabidopsis thaliana]	1	1	1	MSU:384(10N23)	10	N	23	0	N	U
3792	37784	103K11T7			T21834	contains similarity to transcriptional activators such as Ra-like and myc-like regulatory R proteins [Arabidopsis thaliana]	1	1	1	MSU:384(10N24)	10	N	24	0	N	U
3793	37785	104I11XP			AA585751	(AC005662) putative embryo-abundant protein [Arabidopsis thaliana]	1	1	1	MSU:384(10O1)	10	O	1	0	N	U
3794	37786	104O17XP			AA585766		1	1	1	MSU:384(10O2)	10	O	2	0	N	U
3795	37787	111A23XP			AA585881		1	1	1	MSU:384(10O3)	10	O	3	0	N	U
3796	37788	117A17T7			T42821	F1N21.4 [Arabidopsis thaliana]	1	1	1	MSU:384(10O4)	10	O	4	0	N	U
3797	37789	117F7T7			T43301	GLYCYL-TRNA SYNTHETASE (GLYCINE--TRNA LIGASE) (GLYRS)	1	1	1	MSU:384(10O5)	10	O	5	0	N	U
3798	37790	122I20XP			AA395351	(AL035605) putative protein [Arabidopsis thaliana]	1	1	1	MSU:384(10O6)	10	O	6	0	N	U
3799	37791	105M23T7			T22657		1	1	1	MSU:384(10O7)	10	O	7	0	N	U
3800	37792	106E13T7			T22075	(AC003673) unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(10O8)	10	O	8	0	N	U
3801	37793	113J9XP			AA395065		1	1	1	MSU:384(10O9)	10	O	9	0	N	U
3802	37794	117P15XP			AA395216		1	1	1	MSU:384(10O10)	10	O	10	0	N	U
3803	37795	118F7T7			T42943		1	1	1	MSU:384(10O11)	10	O	11	0	N	U
3804	37796	123O11T7			T44302	(AL035526) putative protein [Arabidopsis thaliana]	1	1	1	MSU:384(10O12)	10	O	12	0	N	U
3805	37797	107J8T7			T22572		1	1	1	MSU:384(10O13)	10	O	13	0	N	U
3806	37798	108H6T7			T22982	(AL021811) putative protein [Arabidopsis thaliana]	1	1	1	MSU:384(10O14)	10	O	14	0	N	U
3807	37799	114K11T7			T43023		1	1	1	MSU:384(10O15)	10	O	15	0	N	U
3808	37800	119K20XP			AA395281	adenosine-5'-phosphosulfate-kinase [Arabidopsis thaliana]	1	1	1	MSU:384(10O16)	10	O	16	0	N	U
3809	37801	120B13T7			T43413	(AC003952) putative senescence-related protein [Arabidopsis thaliana]	1	1	1	MSU:384(10O17)	10	O	17	0	N	U
3810	37802	125D2T7			AA721819	FERREDOXIN--NADP REDUCTASE, ROOT-TYPE ISOZYME PRECURSOR (FNR)	1	1	1	MSU:384(10O18)	10	O	18	0	N	U
3811	37803	109G12T7			T41881	(AL021636) putative protein [Arabidopsis thaliana]	1	1	1	MSU:384(10O19)	10	O	19	0	N	U
3812	37804	109N14XP			AA394934	(AB024992) multidrug resistance protein [Cicer arietinum]	1	1	1	MSU:384(10O20)	10	O	20	0	N	U
3813	37805	116A22T7			R86793	unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(10O21)	10	O	21	0	N	U
3814	37806	120N9T7			T43534	(U90439) unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(10O22)	10	O	22	0	N	U
3815	37807	121G24T7			R87001	(D38125) EREBP-4 [Nicotiana tabacum]	1	1	1	MSU:384(10O23)	10	O	23	0	N	U
3816	37808	126M6T7			T44574		1	1	1	MSU:384(10O24)	10	O	24	0	N	U
3817	37809	129C6XP			AA394482	IAA18 [Arabidopsis thaliana]	1	1	1	MSU:384(10P1)	10	P	1	0	N	U
